State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Uttar Pradesh,MUZAFFARNAGAR,1998,Kharif,Maize,1641,2511
Uttar Pradesh,MUZAFFARNAGAR,1998,Summer,Maize,120,121
Uttar Pradesh,MUZAFFARNAGAR,1999,Kharif,Maize,1102,1734
Uttar Pradesh,MUZAFFARNAGAR,1999,Rabi,Maize,98,142
Uttar Pradesh,MUZAFFARNAGAR,2000,Kharif,Maize,823,1365
Uttar Pradesh,MUZAFFARNAGAR,2000,Rabi,Maize,81,131
Uttar Pradesh,MUZAFFARNAGAR,2001,Kharif,Maize,953,1638
Uttar Pradesh,MUZAFFARNAGAR,2001,Rabi,Maize,97,158
Uttar Pradesh,MUZAFFARNAGAR,2002,Kharif,Maize,1005,1124
Uttar Pradesh,MUZAFFARNAGAR,2002,Rabi,Maize,107,119
Uttar Pradesh,MUZAFFARNAGAR,2003,Kharif,Maize,544,625
Uttar Pradesh,MUZAFFARNAGAR,2003,Rabi,Maize,1,1
Uttar Pradesh,MUZAFFARNAGAR,2003,Summer,Maize,88,120
Uttar Pradesh,MUZAFFARNAGAR,2004,Kharif,Maize,448,659
Uttar Pradesh,MUZAFFARNAGAR,2004,Rabi,Maize,6,28
Uttar Pradesh,MUZAFFARNAGAR,2005,Kharif,Maize,525,777
Uttar Pradesh,MUZAFFARNAGAR,2006,Kharif,Maize,328,463
Uttar Pradesh,MUZAFFARNAGAR,2006,Summer,Maize,97,128
Uttar Pradesh,MUZAFFARNAGAR,2007,Kharif,Maize,200,254
Uttar Pradesh,MUZAFFARNAGAR,2007,Summer,Maize,19,27
Uttar Pradesh,MUZAFFARNAGAR,2008,Kharif,Maize,137,193
Uttar Pradesh,MUZAFFARNAGAR,2008,Summer,Maize,11,16
Uttar Pradesh,MUZAFFARNAGAR,2009,Kharif,Maize,279,283
Uttar Pradesh,MUZAFFARNAGAR,2009,Summer,Maize,17,25
Uttar Pradesh,MUZAFFARNAGAR,2010,Kharif,Maize,117,155
Uttar Pradesh,MUZAFFARNAGAR,2010,Summer,Maize,10,15
Uttar Pradesh,MUZAFFARNAGAR,2011,Kharif,Maize,517,750
Uttar Pradesh,MUZAFFARNAGAR,2011,Summer,Maize,15,25
Uttar Pradesh,MUZAFFARNAGAR,2012,Kharif,Maize,18,24
Uttar Pradesh,MUZAFFARNAGAR,2012,Summer,Maize,5,9
Uttar Pradesh,MUZAFFARNAGAR,2013,Kharif,Maize,24,29
Uttar Pradesh,MUZAFFARNAGAR,2013,Summer,Maize,1,2
Uttar Pradesh,MUZAFFARNAGAR,2014,Kharif,Maize,31,44
Uttar Pradesh,MUZAFFARNAGAR,2014,Summer,Maize,4,7
Uttar Pradesh,PILIBHIT,1997,Kharif,Maize,495,648
Uttar Pradesh,PILIBHIT,1997,Summer,Maize,143,226
Uttar Pradesh,PILIBHIT,1998,Kharif,Maize,429,90
Uttar Pradesh,PILIBHIT,1998,Summer,Maize,95,96
Uttar Pradesh,PILIBHIT,1999,Kharif,Maize,396,588
Uttar Pradesh,PILIBHIT,1999,Rabi,Maize,121,175
Uttar Pradesh,PILIBHIT,2000,Kharif,Maize,152,280
Uttar Pradesh,PILIBHIT,2000,Rabi,Maize,107,173
Uttar Pradesh,PILIBHIT,2001,Kharif,Maize,255,374
Uttar Pradesh,PILIBHIT,2001,Rabi,Maize,86,140
Uttar Pradesh,PILIBHIT,2002,Kharif,Maize,312,332
Uttar Pradesh,PILIBHIT,2002,Rabi,Maize,106,117
Uttar Pradesh,PILIBHIT,2003,Kharif,Maize,232,442
Uttar Pradesh,PILIBHIT,2003,Summer,Maize,87,119
Uttar Pradesh,PILIBHIT,2004,Kharif,Maize,372,570
Uttar Pradesh,PILIBHIT,2005,Kharif,Maize,200,299
Uttar Pradesh,PILIBHIT,2006,Kharif,Maize,519,875
Uttar Pradesh,PILIBHIT,2006,Summer,Maize,169,224
Uttar Pradesh,PILIBHIT,2007,Kharif,Maize,303,500
Uttar Pradesh,PILIBHIT,2007,Summer,Maize,74,106
Uttar Pradesh,PILIBHIT,2008,Kharif,Maize,256,494
Uttar Pradesh,PILIBHIT,2008,Summer,Maize,87,130
Uttar Pradesh,PILIBHIT,2009,Kharif,Maize,302,565
Uttar Pradesh,PILIBHIT,2009,Summer,Maize,85,124
Uttar Pradesh,PILIBHIT,2010,Kharif,Maize,176,287
Uttar Pradesh,PILIBHIT,2010,Summer,Maize,33,48
Uttar Pradesh,PILIBHIT,2011,Kharif,Maize,256,488
Uttar Pradesh,PILIBHIT,2011,Rabi,Maize,1,2
Uttar Pradesh,PILIBHIT,2011,Summer,Maize,97,160
Uttar Pradesh,PILIBHIT,2012,Kharif,Maize,117,245
Uttar Pradesh,PILIBHIT,2012,Summer,Maize,80,148
Uttar Pradesh,PILIBHIT,2013,Kharif,Maize,281,570
Uttar Pradesh,PILIBHIT,2013,Summer,Maize,49,90
Uttar Pradesh,PILIBHIT,2014,Kharif,Maize,476,935
Uttar Pradesh,PILIBHIT,2014,Summer,Maize,108,192
Uttar Pradesh,PRATAPGARH,1997,Kharif,Maize,2336,4948
Uttar Pradesh,PRATAPGARH,1997,Summer,Maize,26,41
Uttar Pradesh,PRATAPGARH,1998,Kharif,Maize,2011,2779
Uttar Pradesh,PRATAPGARH,1998,Summer,Maize,52,53
Uttar Pradesh,PRATAPGARH,1999,Kharif,Maize,2040,4152
Uttar Pradesh,PRATAPGARH,1999,Rabi,Maize,85,123
Uttar Pradesh,PRATAPGARH,2000,Kharif,Maize,1749,3703
Uttar Pradesh,PRATAPGARH,2000,Rabi,Maize,48,78
Uttar Pradesh,PRATAPGARH,2001,Kharif,Maize,1839,3547
Uttar Pradesh,PRATAPGARH,2001,Rabi,Maize,49,80
Uttar Pradesh,PRATAPGARH,2002,Kharif,Maize,866,1192
Uttar Pradesh,PRATAPGARH,2002,Rabi,Maize,49,54
Uttar Pradesh,PRATAPGARH,2003,Kharif,Maize,1238,1416
Uttar Pradesh,PRATAPGARH,2003,Summer,Maize,43,59
Uttar Pradesh,PRATAPGARH,2004,Kharif,Maize,1014,858
Uttar Pradesh,PRATAPGARH,2004,Rabi,Maize,5,23
Uttar Pradesh,PRATAPGARH,2005,Kharif,Maize,1298,1667
Uttar Pradesh,PRATAPGARH,2006,Kharif,Maize,965,1279
Uttar Pradesh,PRATAPGARH,2006,Summer,Maize,73,97
Uttar Pradesh,PRATAPGARH,2007,Kharif,Maize,1215,1746
Uttar Pradesh,PRATAPGARH,2007,Rabi,Maize,1,2
Uttar Pradesh,PRATAPGARH,2007,Summer,Maize,64,92
Uttar Pradesh,PRATAPGARH,2008,Kharif,Maize,823,1232
Uttar Pradesh,PRATAPGARH,2008,Summer,Maize,49,73
Uttar Pradesh,PRATAPGARH,2009,Kharif,Maize,660,960
Uttar Pradesh,PRATAPGARH,2009,Summer,Maize,20,29
Uttar Pradesh,PRATAPGARH,2010,Kharif,Maize,578,1018
Uttar Pradesh,PRATAPGARH,2010,Summer,Maize,21,31
Uttar Pradesh,PRATAPGARH,2011,Kharif,Maize,853,854
Uttar Pradesh,PRATAPGARH,2011,Summer,Maize,17,28
Uttar Pradesh,PRATAPGARH,2012,Kharif,Maize,766,872
Uttar Pradesh,PRATAPGARH,2012,Summer,Maize,19,35
Uttar Pradesh,PRATAPGARH,2013,Kharif,Maize,538,582
Uttar Pradesh,PRATAPGARH,2013,Rabi,Maize,3,11
Uttar Pradesh,PRATAPGARH,2013,Summer,Maize,22,40
Uttar Pradesh,PRATAPGARH,2014,Kharif,Maize,572,1017
Uttar Pradesh,PRATAPGARH,2014,Summer,Maize,35,62
Uttar Pradesh,RAE BARELI,1997,Kharif,Maize,146,137
Uttar Pradesh,RAE BARELI,1997,Summer,Maize,1,2
Uttar Pradesh,RAE BARELI,1998,Kharif,Maize,160,48
Uttar Pradesh,RAE BARELI,1999,Kharif,Maize,132,127
Uttar Pradesh,RAE BARELI,1999,Rabi,Maize,2,3
Uttar Pradesh,RAE BARELI,2000,Kharif,Maize,130,105
Uttar Pradesh,RAE BARELI,2001,Kharif,Maize,128,206
Uttar Pradesh,RAE BARELI,2001,Rabi,Maize,17,28
Uttar Pradesh,RAE BARELI,2002,Kharif,Maize,197,205
Uttar Pradesh,RAE BARELI,2002,Rabi,Maize,4,4
Uttar Pradesh,RAE BARELI,2003,Kharif,Maize,187,256
Uttar Pradesh,RAE BARELI,2003,Rabi,Maize,2,3
Uttar Pradesh,RAE BARELI,2003,Summer,Maize,45,61
Uttar Pradesh,RAE BARELI,2004,Kharif,Maize,153,216
Uttar Pradesh,RAE BARELI,2004,Rabi,Maize,37,171
Uttar Pradesh,RAE BARELI,2005,Kharif,Maize,181,159
Uttar Pradesh,RAE BARELI,2006,Kharif,Maize,200,255
Uttar Pradesh,RAE BARELI,2006,Rabi,Maize,37,116
Uttar Pradesh,RAE BARELI,2006,Summer,Maize,1,1
Uttar Pradesh,RAE BARELI,2007,Kharif,Maize,119,104
Uttar Pradesh,RAE BARELI,2007,Rabi,Maize,1,3
Uttar Pradesh,RAE BARELI,2007,Summer,Maize,1,1
Uttar Pradesh,RAE BARELI,2008,Kharif,Maize,11,13
Uttar Pradesh,RAE BARELI,2008,Rabi,Maize,2,5
Uttar Pradesh,RAE BARELI,2008,Summer,Maize,2,3
Uttar Pradesh,RAE BARELI,2009,Kharif,Maize,80,96
Uttar Pradesh,RAE BARELI,2009,Summer,Maize,1,2
Uttar Pradesh,RAE BARELI,2010,Kharif,Maize,46,50
Uttar Pradesh,RAE BARELI,2010,Rabi,Maize,1,3
Uttar Pradesh,RAE BARELI,2010,Summer,Maize,1,1
Uttar Pradesh,RAE BARELI,2011,Kharif,Maize,63,69
Uttar Pradesh,RAE BARELI,2011,Rabi,Maize,13,31
Uttar Pradesh,RAE BARELI,2011,Summer,Maize,1,2
Uttar Pradesh,RAE BARELI,2012,Kharif,Maize,51,74
Uttar Pradesh,RAE BARELI,2012,Summer,Maize,1,2
Uttar Pradesh,RAE BARELI,2013,Kharif,Maize,36,61
Uttar Pradesh,RAE BARELI,2013,Rabi,Maize,1,4
Uttar Pradesh,RAE BARELI,2014,Kharif,Maize,21,30
Uttar Pradesh,RAE BARELI,2014,Rabi,Maize,139,333
Uttar Pradesh,RAMPUR,1997,Kharif,Maize,374,656
Uttar Pradesh,RAMPUR,1997,Summer,Maize,48,76
Uttar Pradesh,RAMPUR,1998,Kharif,Maize,324,360
Uttar Pradesh,RAMPUR,1998,Summer,Maize,27,27
Uttar Pradesh,RAMPUR,1999,Kharif,Maize,329,504
Uttar Pradesh,RAMPUR,1999,Rabi,Maize,15,22
Uttar Pradesh,RAMPUR,2000,Kharif,Maize,189,248
Uttar Pradesh,RAMPUR,2000,Rabi,Maize,26,42
Uttar Pradesh,RAMPUR,2001,Kharif,Maize,255,384
Uttar Pradesh,RAMPUR,2001,Rabi,Maize,51,83
Uttar Pradesh,RAMPUR,2002,Kharif,Maize,223,247
Uttar Pradesh,RAMPUR,2002,Rabi,Maize,87,96
Uttar Pradesh,RAMPUR,2003,Kharif,Maize,120,11
Uttar Pradesh,RAMPUR,2003,Summer,Maize,40,55
Uttar Pradesh,RAMPUR,2004,Kharif,Maize,99,117
Uttar Pradesh,RAMPUR,2005,Kharif,Maize,225,239
Uttar Pradesh,RAMPUR,2006,Kharif,Maize,57,55
Uttar Pradesh,RAMPUR,2006,Summer,Maize,47,62
Uttar Pradesh,RAMPUR,2007,Kharif,Maize,174,231
Uttar Pradesh,RAMPUR,2007,Summer,Maize,26,38
Uttar Pradesh,RAMPUR,2008,Kharif,Maize,134,175
Uttar Pradesh,RAMPUR,2008,Summer,Maize,38,57
Uttar Pradesh,RAMPUR,2009,Kharif,Maize,485,724
Uttar Pradesh,RAMPUR,2009,Summer,Maize,74,108
Uttar Pradesh,RAMPUR,2010,Kharif,Maize,187,216
Uttar Pradesh,RAMPUR,2010,Summer,Maize,14,20
Uttar Pradesh,RAMPUR,2011,Kharif,Maize,80,114
Uttar Pradesh,RAMPUR,2011,Rabi,Maize,10,24
Uttar Pradesh,RAMPUR,2011,Summer,Maize,36,59
Uttar Pradesh,RAMPUR,2012,Kharif,Maize,75,67
Uttar Pradesh,RAMPUR,2012,Summer,Maize,91,168
Uttar Pradesh,RAMPUR,2013,Kharif,Maize,101,157
Uttar Pradesh,RAMPUR,2013,Rabi,Maize,299,1063
Uttar Pradesh,RAMPUR,2013,Summer,Maize,12,22
Uttar Pradesh,RAMPUR,2014,Kharif,Maize,45,85
Uttar Pradesh,RAMPUR,2014,Rabi,Maize,2,5
Uttar Pradesh,RAMPUR,2014,Summer,Maize,42,75
Uttar Pradesh,SAHARANPUR,1997,Kharif,Maize,9594,12587
Uttar Pradesh,SAHARANPUR,1997,Summer,Maize,175,277
Uttar Pradesh,SAHARANPUR,1998,Kharif,Maize,8611,13180
Uttar Pradesh,SAHARANPUR,1998,Summer,Maize,192,195
Uttar Pradesh,SAHARANPUR,1999,Kharif,Maize,8778,13325
Uttar Pradesh,SAHARANPUR,1999,Rabi,Maize,135,195
Uttar Pradesh,SAHARANPUR,2000,Kharif,Maize,8157,12301
Uttar Pradesh,SAHARANPUR,2000,Rabi,Maize,87,141
Uttar Pradesh,SAHARANPUR,2001,Kharif,Maize,7878,13534
Uttar Pradesh,SAHARANPUR,2001,Rabi,Maize,82,134
Uttar Pradesh,SAHARANPUR,2002,Kharif,Maize,7072,7914
Uttar Pradesh,SAHARANPUR,2002,Rabi,Maize,66,73
Uttar Pradesh,SAHARANPUR,2003,Kharif,Maize,7180,8250
Uttar Pradesh,SAHARANPUR,2003,Summer,Maize,83,114
Uttar Pradesh,SAHARANPUR,2004,Kharif,Maize,8029,11819
Uttar Pradesh,SAHARANPUR,2005,Kharif,Maize,7531,11146
Uttar Pradesh,SAHARANPUR,2006,Kharif,Maize,7652,10805
Uttar Pradesh,SAHARANPUR,2006,Summer,Maize,91,121
Uttar Pradesh,SAHARANPUR,2007,Kharif,Maize,7657,9701
Uttar Pradesh,SAHARANPUR,2007,Summer,Maize,70,101
Uttar Pradesh,SAHARANPUR,2008,Kharif,Maize,9323,13108
Uttar Pradesh,SAHARANPUR,2008,Summer,Maize,24,36
Uttar Pradesh,SAHARANPUR,2009,Kharif,Maize,7799,7908
Uttar Pradesh,SAHARANPUR,2009,Summer,Maize,7,10
Uttar Pradesh,SAHARANPUR,2010,Kharif,Maize,7725,10212
Uttar Pradesh,SAHARANPUR,2010,Summer,Maize,12,17
Uttar Pradesh,SAHARANPUR,2011,Kharif,Maize,7580,10991
Uttar Pradesh,SAHARANPUR,2011,Summer,Maize,22,36
Uttar Pradesh,SAHARANPUR,2012,Kharif,Maize,7758,10233
Uttar Pradesh,SAHARANPUR,2012,Summer,Maize,20,37
Uttar Pradesh,SAHARANPUR,2013,Kharif,Maize,7205,8574
Uttar Pradesh,SAHARANPUR,2013,Summer,Maize,6,11
Uttar Pradesh,SAHARANPUR,2014,Kharif,Maize,7497,10608
Uttar Pradesh,SAMBHAL,2012,Kharif,Maize,4504,4050
Uttar Pradesh,SAMBHAL,2012,Summer,Maize,1442,2663
Uttar Pradesh,SAMBHAL,2013,Kharif,Maize,3714,6436
Uttar Pradesh,SAMBHAL,2013,Summer,Maize,1474,2708
Uttar Pradesh,SAMBHAL,2014,Kharif,Maize,4160,8836
Uttar Pradesh,SAMBHAL,2014,Rabi,Maize,222,531
Uttar Pradesh,SAMBHAL,2014,Summer,Maize,1728,3072
Uttar Pradesh,SANT KABEER NAGAR,1997,Kharif,Maize,1635,2088
Uttar Pradesh,SANT KABEER NAGAR,1997,Summer,Maize,11,17
Uttar Pradesh,SANT KABEER NAGAR,1998,Kharif,Maize,1636,712
Uttar Pradesh,SANT KABEER NAGAR,1998,Summer,Maize,12,12
Uttar Pradesh,SANT KABEER NAGAR,1999,Kharif,Maize,845,1192
Uttar Pradesh,SANT KABEER NAGAR,1999,Rabi,Maize,13,19
Uttar Pradesh,SANT KABEER NAGAR,2000,Kharif,Maize,1362,616
Uttar Pradesh,SANT KABEER NAGAR,2000,Rabi,Maize,3,5
Uttar Pradesh,SANT KABEER NAGAR,2001,Kharif,Maize,1542,1112
Uttar Pradesh,SANT KABEER NAGAR,2001,Rabi,Maize,30,49
Uttar Pradesh,SANT KABEER NAGAR,2002,Kharif,Maize,1546,1344
Uttar Pradesh,SANT KABEER NAGAR,2002,Rabi,Maize,46,51
Uttar Pradesh,SANT KABEER NAGAR,2003,Kharif,Maize,1438,1721
Uttar Pradesh,SANT KABEER NAGAR,2003,Summer,Maize,35,48
Uttar Pradesh,SANT KABEER NAGAR,2004,Kharif,Maize,1522,2341
Uttar Pradesh,SANT KABEER NAGAR,2005,Kharif,Maize,1343,1725
Uttar Pradesh,SANT KABEER NAGAR,2006,Kharif,Maize,1587,2104
Uttar Pradesh,SANT KABEER NAGAR,2006,Summer,Maize,14,19
Uttar Pradesh,SANT KABEER NAGAR,2007,Kharif,Maize,1604,2305
Uttar Pradesh,SANT KABEER NAGAR,2007,Rabi,Maize,3,8
Uttar Pradesh,SANT KABEER NAGAR,2007,Summer,Maize,69,99
Uttar Pradesh,SANT KABEER NAGAR,2008,Kharif,Maize,1251,1871
Uttar Pradesh,SANT KABEER NAGAR,2008,Rabi,Maize,16,42
Uttar Pradesh,SANT KABEER NAGAR,2008,Summer,Maize,41,61
Uttar Pradesh,SANT KABEER NAGAR,2009,Kharif,Maize,1808,2631
Uttar Pradesh,SANT KABEER NAGAR,2009,Rabi,Maize,1,3
Uttar Pradesh,SANT KABEER NAGAR,2009,Summer,Maize,37,54
Uttar Pradesh,SANT KABEER NAGAR,2010,Kharif,Maize,1461,1686
Uttar Pradesh,SANT KABEER NAGAR,2010,Rabi,Maize,1,3
Uttar Pradesh,SANT KABEER NAGAR,2010,Summer,Maize,45,66
Uttar Pradesh,SANT KABEER NAGAR,2011,Kharif,Maize,1553,2733
Uttar Pradesh,SANT KABEER NAGAR,2011,Rabi,Maize,6,14
Uttar Pradesh,SANT KABEER NAGAR,2011,Summer,Maize,34,56
Uttar Pradesh,SANT KABEER NAGAR,2012,Kharif,Maize,1586,2929
Uttar Pradesh,SANT KABEER NAGAR,2012,Summer,Maize,19,35
Uttar Pradesh,SANT KABEER NAGAR,2013,Kharif,Maize,1773,3257
Uttar Pradesh,SANT KABEER NAGAR,2013,Rabi,Maize,151,536
Uttar Pradesh,SANT KABEER NAGAR,2013,Summer,Maize,34,63
Uttar Pradesh,SANT KABEER NAGAR,2014,Kharif,Maize,1425,2534
Uttar Pradesh,SANT KABEER NAGAR,2014,Summer,Maize,22,39
Uttar Pradesh,SANT RAVIDAS NAGAR,1997,Kharif,Maize,1085,1246
Uttar Pradesh,SANT RAVIDAS NAGAR,1998,Kharif,Maize,1094,1273
Uttar Pradesh,SANT RAVIDAS NAGAR,1999,Kharif,Maize,959,1604
Uttar Pradesh,SANT RAVIDAS NAGAR,2000,Kharif,Maize,969,926
Uttar Pradesh,SANT RAVIDAS NAGAR,2001,Kharif,Maize,929,484
Uttar Pradesh,SANT RAVIDAS NAGAR,2002,Kharif,Maize,699,520
Uttar Pradesh,SANT RAVIDAS NAGAR,2003,Kharif,Maize,658,751
Uttar Pradesh,SANT RAVIDAS NAGAR,2004,Kharif,Maize,622,364
Uttar Pradesh,SANT RAVIDAS NAGAR,2005,Kharif,Maize,630,495
Uttar Pradesh,SANT RAVIDAS NAGAR,2006,Kharif,Maize,135,88
Uttar Pradesh,SANT RAVIDAS NAGAR,2007,Kharif,Maize,649,513
Uttar Pradesh,SANT RAVIDAS NAGAR,2008,Kharif,Maize,514,298
Uttar Pradesh,SANT RAVIDAS NAGAR,2009,Kharif,Maize,524,358
Uttar Pradesh,SANT RAVIDAS NAGAR,2010,Kharif,Maize,571,505
Uttar Pradesh,SANT RAVIDAS NAGAR,2011,Kharif,Maize,624,523
Uttar Pradesh,SANT RAVIDAS NAGAR,2011,Rabi,Maize,30,72
Uttar Pradesh,SANT RAVIDAS NAGAR,2012,Kharif,Maize,746,716
Uttar Pradesh,SANT RAVIDAS NAGAR,2013,Kharif,Maize,651,739
Uttar Pradesh,SANT RAVIDAS NAGAR,2013,Rabi,Maize,4,14
Uttar Pradesh,SANT RAVIDAS NAGAR,2014,Kharif,Maize,501,530
Uttar Pradesh,SANT RAVIDAS NAGAR,2014,Rabi,Maize,6,15
Uttar Pradesh,SHAHJAHANPUR,1997,Kharif,Maize,1678,2196
Uttar Pradesh,SHAHJAHANPUR,1997,Summer,Maize,96,152
Uttar Pradesh,SHAHJAHANPUR,1998,Kharif,Maize,5097,1068
Uttar Pradesh,SHAHJAHANPUR,1998,Summer,Maize,108,109
Uttar Pradesh,SHAHJAHANPUR,1999,Kharif,Maize,3836,5695
Uttar Pradesh,SHAHJAHANPUR,1999,Rabi,Maize,107,155
Uttar Pradesh,SHAHJAHANPUR,2000,Kharif,Maize,3358,6196
Uttar Pradesh,SHAHJAHANPUR,2000,Rabi,Maize,125,203
Uttar Pradesh,SHAHJAHANPUR,2001,Kharif,Maize,3496,4454
Uttar Pradesh,SHAHJAHANPUR,2001,Rabi,Maize,126,205
Uttar Pradesh,SHAHJAHANPUR,2002,Kharif,Maize,1713,2278
Uttar Pradesh,SHAHJAHANPUR,2002,Rabi,Maize,84,93
Uttar Pradesh,SHAHJAHANPUR,2003,Kharif,Maize,3326,4740
Uttar Pradesh,SHAHJAHANPUR,2003,Summer,Maize,84,115
Uttar Pradesh,SHAHJAHANPUR,2004,Kharif,Maize,3134,5093
Uttar Pradesh,SHAHJAHANPUR,2005,Kharif,Maize,3657,5511
Uttar Pradesh,SHAHJAHANPUR,2006,Kharif,Maize,2973,5610
Uttar Pradesh,SHAHJAHANPUR,2006,Summer,Maize,55,73
Uttar Pradesh,SHAHJAHANPUR,2007,Kharif,Maize,2636,4368
Uttar Pradesh,SHAHJAHANPUR,2007,Rabi,Maize,4,11
Uttar Pradesh,SHAHJAHANPUR,2007,Summer,Maize,128,184
Uttar Pradesh,SHAHJAHANPUR,2008,Kharif,Maize,1633,3163
Uttar Pradesh,SHAHJAHANPUR,2008,Rabi,Maize,2,5
Uttar Pradesh,SHAHJAHANPUR,2008,Summer,Maize,126,189
Uttar Pradesh,SHAHJAHANPUR,2009,Kharif,Maize,1507,2863
Uttar Pradesh,SHAHJAHANPUR,2009,Summer,Maize,207,301
Uttar Pradesh,SHAHJAHANPUR,2010,Kharif,Maize,2156,
Uttar Pradesh,SHAHJAHANPUR,2010,Summer,Maize,15,22
Uttar Pradesh,SHAHJAHANPUR,2011,Kharif,Maize,1784,2460
Uttar Pradesh,SHAHJAHANPUR,2011,Rabi,Maize,26,62
Uttar Pradesh,SHAHJAHANPUR,2011,Summer,Maize,88,146
Uttar Pradesh,SHAHJAHANPUR,2012,Kharif,Maize,1695,3212
Uttar Pradesh,SHAHJAHANPUR,2012,Summer,Maize,83,153
Uttar Pradesh,SHAHJAHANPUR,2013,Kharif,Maize,1587,1763
Uttar Pradesh,SHAHJAHANPUR,2013,Summer,Maize,272,500
Uttar Pradesh,SHAHJAHANPUR,2014,Kharif,Maize,1807,1928
Uttar Pradesh,SHAHJAHANPUR,2014,Rabi,Maize,10,24
Uttar Pradesh,SHAHJAHANPUR,2014,Summer,Maize,165,293
Uttar Pradesh,SHAMLI,2012,Kharif,Maize,38,50
Uttar Pradesh,SHAMLI,2012,Summer,Maize,33,61
Uttar Pradesh,SHAMLI,2013,Kharif,Maize,79,94
Uttar Pradesh,SHAMLI,2014,Kharif,Maize,67,95
Uttar Pradesh,SHRAVASTI,1997,Kharif,Maize,37001,24643
Uttar Pradesh,SHRAVASTI,1997,Summer,Maize,72,114
Uttar Pradesh,SHRAVASTI,1998,Kharif,Maize,41297,17386
Uttar Pradesh,SHRAVASTI,1998,Summer,Maize,68,69
Uttar Pradesh,SHRAVASTI,1999,Kharif,Maize,42540,36457
Uttar Pradesh,SHRAVASTI,1999,Rabi,Maize,88,128
Uttar Pradesh,SHRAVASTI,2000,Kharif,Maize,41351,33784
Uttar Pradesh,SHRAVASTI,2000,Rabi,Maize,87,141
Uttar Pradesh,SHRAVASTI,2001,Kharif,Maize,25448,24277
Uttar Pradesh,SHRAVASTI,2001,Rabi,Maize,107,174
Uttar Pradesh,SHRAVASTI,2002,Kharif,Maize,25905,21708
Uttar Pradesh,SHRAVASTI,2002,Rabi,Maize,501,555
Uttar Pradesh,SHRAVASTI,2003,Kharif,Maize,27211,26204
Uttar Pradesh,SHRAVASTI,2003,Summer,Maize,284,388
Uttar Pradesh,SHRAVASTI,2004,Kharif,Maize,24529,22248
Uttar Pradesh,SHRAVASTI,2004,Rabi,Maize,7,32
Uttar Pradesh,SHRAVASTI,2005,Kharif,Maize,24476,19287
Uttar Pradesh,SHRAVASTI,2006,Kharif,Maize,23789,16248
Uttar Pradesh,SHRAVASTI,2006,Summer,Maize,521,691
Uttar Pradesh,SHRAVASTI,2007,Kharif,Maize,22774,16329
Uttar Pradesh,SHRAVASTI,2007,Summer,Maize,521,749
Uttar Pradesh,SHRAVASTI,2008,Kharif,Maize,14273,10291
Uttar Pradesh,SHRAVASTI,2008,Summer,Maize,248,371
Uttar Pradesh,SHRAVASTI,2009,Kharif,Maize,10041,6768
Uttar Pradesh,SHRAVASTI,2009,Summer,Maize,85,124
Uttar Pradesh,SHRAVASTI,2010,Kharif,Maize,16140,11863
Uttar Pradesh,SHRAVASTI,2010,Summer,Maize,107,157
Uttar Pradesh,SHRAVASTI,2011,Kharif,Maize,15802,11235
Uttar Pradesh,SHRAVASTI,2011,Rabi,Maize,109,243
Uttar Pradesh,SHRAVASTI,2011,Summer,Maize,124,205
Uttar Pradesh,SHRAVASTI,2012,Kharif,Maize,14629,11147
Uttar Pradesh,SHRAVASTI,2012,Rabi,Maize,8,25
Uttar Pradesh,SHRAVASTI,2012,Summer,Maize,95,175
Uttar Pradesh,SHRAVASTI,2013,Kharif,Maize,19101,15930
Uttar Pradesh,SHRAVASTI,2013,Rabi,Maize,16,57
Uttar Pradesh,SHRAVASTI,2013,Summer,Maize,164,301
Uttar Pradesh,SHRAVASTI,2014,Kharif,Maize,10870,8381
Uttar Pradesh,SHRAVASTI,2014,Rabi,Maize,2,5
Uttar Pradesh,SHRAVASTI,2014,Summer,Maize,119,212
Uttar Pradesh,SIDDHARTH NAGAR,1997,Kharif,Maize,1581,2019
Uttar Pradesh,SIDDHARTH NAGAR,1997,Summer,Maize,23,36
Uttar Pradesh,SIDDHARTH NAGAR,1998,Kharif,Maize,1245,541
Uttar Pradesh,SIDDHARTH NAGAR,1998,Summer,Maize,20,20
Uttar Pradesh,SIDDHARTH NAGAR,1999,Kharif,Maize,1529,2158
Uttar Pradesh,SIDDHARTH NAGAR,1999,Rabi,Maize,25,36
Uttar Pradesh,SIDDHARTH NAGAR,2000,Kharif,Maize,1270,574
Uttar Pradesh,SIDDHARTH NAGAR,2000,Rabi,Maize,20,32
Uttar Pradesh,SIDDHARTH NAGAR,2001,Kharif,Maize,946,682
Uttar Pradesh,SIDDHARTH NAGAR,2001,Rabi,Maize,50,81
Uttar Pradesh,SIDDHARTH NAGAR,2002,Kharif,Maize,1556,1352
Uttar Pradesh,SIDDHARTH NAGAR,2002,Rabi,Maize,87,96
Uttar Pradesh,SIDDHARTH NAGAR,2003,Kharif,Maize,1078,1291
Uttar Pradesh,SIDDHARTH NAGAR,2003,Summer,Maize,123,168
Uttar Pradesh,SIDDHARTH NAGAR,2004,Kharif,Maize,922,1418
Uttar Pradesh,SIDDHARTH NAGAR,2005,Kharif,Maize,1078,1384
Uttar Pradesh,SIDDHARTH NAGAR,2006,Kharif,Maize,819,1086
Uttar Pradesh,SIDDHARTH NAGAR,2006,Summer,Maize,394,522
